cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,poisonous,Prediction,Confidence,Accuracy
Convex,Smooth,White,Bruises,Anise,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Grasses,Edible,Edible,0.94679329366203,Correct
Bell,Smooth,White,Bruises,Anise,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Meadows,Edible,Edible,0.9169973910904973,Correct
Bell,Smooth,White,Bruises,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible,Edible,0.9158310177365887,Correct
Bell,Scaly,White,Bruises,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Meadows,Edible,Edible,0.9158310177365887,Correct
Flat,Smooth,White,Bruises,Anise,Free,Crowded,Narrow,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Purple,Several,Woods,Edible,Edible,0.8179141778829232,Correct
Convex,Scaly,Yellow,Bruises,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Meadows,Edible,Edible,0.9453063224843512,Correct
Flat,Smooth,White,Bruises,Almond,Free,Crowded,Narrow,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.7281145770779959,Correct
Convex,Scaly,White,Bruises,Pungent,Free,Close,Narrow,White,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Urban,Poisonous,Poisonous,0.8777461390154215,Correct
Flat,Fibrous,White,Bruises,Anise,Free,Crowded,Narrow,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.8360600328795391,Correct
Convex,Scaly,Yellow,Bruises,Almond,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible,Edible,0.9277686897799333,Correct
Convex,Smooth,Brown,Bruises,Pungent,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Grasses,Poisonous,Poisonous,0.8073129658138585,Correct
Bell,Smooth,Yellow,Bruises,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses,Edible,Edible,0.9460951286699515,Correct
Convex,Scaly,Brown,Bruises,Almond,Free,Close,Broad,White,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Black,Solitary,Paths,Edible,Edible,0.9416867430030166,Correct
Bell,Scaly,Yellow,Bruises,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Meadows,Edible,Edible,0.9500039746736623,Correct
Sunken,Fibrous,Brown,No,None,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Urban,Edible,Edible,0.7292456762882601,Correct
Flat,Scaly,Brown,Bruises,Almond,Free,Close,Broad,White,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Black,Solitary,Paths,Edible,Edible,0.9416867430030166,Correct
Convex,Scaly,Yellow,Bruises,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Grasses,Edible,Edible,0.9461720972457465,Correct
Convex,Fibrous,Gray,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Fibrous,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses,Edible,Edible,0.9903132330051422,Correct
Flat,Fibrous,White,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9850925679839946,Correct
Convex,Scaly,Yellow,Bruises,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Meadows,Edible,Edible,0.9484296010237689,Correct
Bell,Smooth,Yellow,Bruises,Anise,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Grasses,Edible,Edible,0.9472615020238601,Correct
Bell,Scaly,White,Bruises,Almond,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Meadows,Edible,Edible,0.9434143000814127,Correct
Convex,Scaly,White,Bruises,Almond,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible,Edible,0.9240699970343897,Correct
Convex,Smooth,Brown,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9874895525767186,Correct
Convex,Scaly,White,Bruises,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible,Edible,0.9427740030927163,Correct
Sunken,Fibrous,Brown,No,None,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Urban,Edible,Edible,0.7292456762882601,Correct
Convex,Smooth,White,Bruises,Almond,Free,Crowded,Narrow,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Purple,Several,Woods,Edible,Edible,0.7363261663865651,Correct
Convex,Scaly,Brown,Bruises,Anise,Free,Close,Broad,White,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible,Edible,0.9218349148845122,Correct
Bell,Scaly,Yellow,Bruises,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses,Edible,Edible,0.943837624891929,Correct
Convex,Scaly,White,Bruises,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses,Edible,Edible,0.9436397778541115,Correct
Bell,Scaly,White,Bruises,Almond,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Meadows,Edible,Edible,0.922901898034481,Correct
Bell,Smooth,Yellow,Bruises,Almond,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible,Edible,0.9233499016284838,Correct
Bell,Smooth,Yellow,Bruises,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Meadows,Edible,Edible,0.9418809410396248,Correct
Bell,Scaly,Yellow,Bruises,Almond,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Grasses,Edible,Edible,0.943837624891929,Correct
Convex,Fibrous,Brown,No,None,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Urban,Edible,Edible,0.785196117606526,Correct
Flat,Scaly,Brown,Bruises,Anise,Free,Close,Broad,Brown,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Brown,Solitary,Grasses,Edible,Edible,0.9292034188024489,Correct
Convex,Scaly,White,Bruises,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible,Edible,0.9252363703882983,Correct
Flat,Scaly,Yellow,Bruises,Anise,Free,Close,Broad,White,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Brown,Solitary,Paths,Edible,Edible,0.9276756946879481,Correct
Bell,Smooth,White,Bruises,Almond,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible,Edible,0.9217355246805724,Correct
Bell,Smooth,White,Bruises,Almond,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Meadows,Edible,Edible,0.9217355246805724,Correct
Convex,Scaly,Brown,Bruises,Anise,Free,Close,Broad,White,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Black,Solitary,Grasses,Edible,Edible,0.9280370454485403,Correct
Bell,Smooth,White,Bruises,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible,Edible,0.922901898034481,Correct
Convex,Fibrous,Gray,No,None,Free,Close,Narrow,Gray,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Urban,Edible,Edible,0.7629356548884061,Correct
Bell,Smooth,Yellow,Bruises,Anise,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible,Edible,0.9195297104821323,Correct
Convex,Fibrous,Yellow,Bruises,Anise,Free,Crowded,Narrow,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Purple,Several,Woods,Edible,Edible,0.8186475111956285,Correct
Bell,Scaly,Yellow,Bruises,Almond,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible,Edible,0.9242678440722074,Correct
Flat,Scaly,Yellow,Bruises,Anise,Free,Close,Broad,Pink,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible,Edible,0.9220731358583956,Correct
Bell,Scaly,White,Bruises,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Meadows,Edible,Edible,0.9435628092783165,Correct
Bell,Scaly,White,Bruises,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Meadows,Edible,Edible,0.941305305500294,Correct
Bell,Scaly,Yellow,Bruises,Almond,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible,Edible,0.9233499016284838,Correct
Convex,Scaly,Yellow,Bruises,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Meadows,Edible,Edible,0.9534293561183889,Correct
Bell,Smooth,Yellow,Bruises,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses,Edible,Edible,0.9500039746736623,Correct
Convex,Scaly,White,Bruises,Pungent,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Urban,Poisonous,Poisonous,0.8777461390154215,Correct
Sunken,Fibrous,Brown,No,None,Free,Close,Narrow,Gray,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Urban,Edible,Edible,0.7629356548884061,Correct
Flat,Fibrous,Brown,No,None,Free,Close,Narrow,Gray,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Urban,Edible,Edible,0.719622137854303,Correct
Convex,Smooth,Yellow,Bruises,Almond,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Meadows,Edible,Edible,0.9265049217491979,Correct
Flat,Scaly,Brown,Bruises,Almond,Free,Close,Broad,Pink,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Black,Scattered,Paths,Edible,Edible,0.9311634893851786,Correct
Convex,Scaly,White,Bruises,Pungent,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Poisonous,Poisonous,0.7884864887377764,Correct
Bell,Smooth,White,Bruises,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Meadows,Edible,Edible,0.9393486216479898,Correct
Flat,Fibrous,Gray,No,None,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Urban,Edible,Edible,0.7292456762882601,Correct
Bell,Scaly,Yellow,Bruises,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses,Edible,Edible,0.9500039746736623,Correct
Convex,Scaly,Brown,Bruises,Almond,Free,Close,Broad,White,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Brown,Solitary,Paths,Edible,Edible,0.9416867430030166,Correct
Convex,Fibrous,White,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses,Edible,Edible,0.9821744237340667,Correct
Convex,Smooth,White,Bruises,Anise,Free,Crowded,Narrow,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.7906491414288083,Correct
Bell,Smooth,White,Bruises,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Meadows,Edible,Edible,0.9158310177365887,Correct
Flat,Smooth,Yellow,Bruises,Almond,Free,Crowded,Narrow,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.7656922394328443,Correct
Convex,Smooth,Yellow,Bruises,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Meadows,Edible,Edible,0.945901735921734,Correct
Flat,Fibrous,Gray,No,None,Free,Close,Narrow,Gray,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Urban,Edible,Edible,0.7629356548884061,Correct
Bell,Smooth,Yellow,Bruises,Almond,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible,Edible,0.925434217426116,Correct
Convex,Smooth,White,Bruises,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Meadows,Edible,Edible,0.9506266754027414,Correct
Convex,Scaly,White,Bruises,Anise,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Meadows,Edible,Edible,0.9193318634443146,Correct
Flat,Smooth,White,Bruises,Almond,Free,Crowded,Narrow,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.7281145770779959,Correct
Convex,Scaly,Yellow,Bruises,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible,Edible,0.9206978094820409,Correct
Bell,Smooth,White,Bruises,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible,Edible,0.9158310177365887,Correct
Convex,Smooth,White,Bruises,Almond,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Grasses,Edible,Edible,0.9465693202021268,Correct
Convex,Fibrous,White,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses,Edible,Edible,0.9653806994155418,Correct
Flat,Scaly,Brown,Bruises,Anise,Free,Close,Broad,Brown,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Black,Solitary,Paths,Edible,Edible,0.9317357381940838,Correct
Convex,Smooth,White,Bruises,Pungent,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Urban,Poisonous,Poisonous,0.8777461390154215,Correct
Bell,Smooth,White,Bruises,Almond,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses,Edible,Edible,0.941305305500294,Correct
Bell,Smooth,White,Bruises,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Meadows,Edible,Edible,0.922901898034481,Correct
Bell,Scaly,White,Bruises,Anise,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses,Edible,Edible,0.944729182632225,Correct
Bell,Scaly,White,Bruises,Almond,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Grasses,Edible,Edible,0.9401389321463854,Correct
Convex,Smooth,Yellow,Bruises,Almond,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible,Edible,0.9263319551020124,Correct
Bell,Smooth,White,Bruises,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Meadows,Edible,Edible,0.9435628092783165,Correct
Convex,Fibrous,Yellow,Bruises,Almond,Free,Crowded,Narrow,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.740096190540276,Correct
Convex,Fibrous,Gray,No,None,Free,Close,Narrow,Brown,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Urban,Edible,Edible,0.785196117606526,Correct
Flat,Scaly,Yellow,Bruises,Almond,Free,Close,Broad,Brown,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible,Edible,0.9317302910046118,Correct
Bell,Smooth,White,Bruises,Anise,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Meadows,Edible,Edible,0.944729182632225,Correct
Convex,Smooth,Yellow,Bruises,Almond,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible,Edible,0.9265049217491979,Correct
Convex,Scaly,Yellow,Bruises,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible,Edible,0.9277686897799333,Correct
Convex,Scaly,White,Bruises,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible,Edible,0.918165490090406,Correct
Sunken,Fibrous,Gray,No,None,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Urban,Edible,Edible,0.7292456762882601,Correct
Convex,Smooth,White,Bruises,Almond,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Meadows,Edible,Edible,0.943369416530099,Correct
Convex,Smooth,White,Bruises,Pungent,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Poisonous,Poisonous,0.7889480271993149,Correct
Convex,Scaly,Yellow,Bruises,Almond,Free,Close,Broad,Brown,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible,Edible,0.9317302910046118,Correct
Flat,Fibrous,White,Bruises,Almond,Free,Crowded,Narrow,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.7422139515800739,Correct
Convex,Scaly,White,Bruises,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Meadows,Edible,Edible,0.9508970367267539,Correct
Bell,Scaly,White,Bruises,Anise,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible,Edible,0.9169973910904973,Correct
Convex,Smooth,White,Bruises,Almond,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses,Edible,Edible,0.9465693202021268,Correct
Convex,Smooth,Yellow,Bruises,Almond,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible,Edible,0.9265049217491979,Correct
Convex,Scaly,Brown,Bruises,Pungent,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Urban,Poisonous,Poisonous,0.8697106945797369,Correct
Bell,Smooth,Yellow,Bruises,Almond,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses,Edible,Edible,0.943837624891929,Correct
Convex,Fibrous,Gray,No,None,Free,Close,Narrow,Brown,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Solitary,Urban,Edible,Edible,0.785196117606526,Correct
Convex,Scaly,White,Bruises,Pungent,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Urban,Poisonous,Poisonous,0.877266280739086,Correct
Convex,Scaly,Yellow,Bruises,Anise,Free,Close,Broad,Brown,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Brown,Solitary,Paths,Edible,Edible,0.9288420680418566,Correct
Flat,Fibrous,Brown,No,None,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Urban,Edible,Edible,0.7292456762882601,Correct
Bell,Smooth,White,Bruises,Anise,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses,Edible,Edible,0.944729182632225,Correct
Convex,Fibrous,White,Bruises,Anise,Free,Crowded,Narrow,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.8167616318173992,Correct
Convex,Scaly,White,Bruises,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible,Edible,0.918165490090406,Correct
Bell,Scaly,Yellow,Bruises,Anise,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible,Edible,0.9195297104821323,Correct
